id,overview,genres
5879,imagin pan point view darl find lost mysteri island age time come unglu must fight save famili freedom joyou spirit youth ,"Drama, Fantasy"
5880,nurs arriv old mansion itali help young boy fallen silent sinc sudden pass mother ,"Mystery, Thriller, Drama, Romance"
5881,alarm sound pontypandi crew rescu friend other need engin spark wild firework water rescu want miss adventur favorit hero fireman ,"Family, Animation, Action, Adventure"
5882,14 year old boy induct gang life c determin 10 year old brother follow path afghanistan war veteran come neighborhood opportun aris ,"Drama, Action, Crime, Thriller"
5883,undercov la vega polic offic down got lot enemi caught high stake web corrupt cop mob control casino underground heist goe wrong crew homicid gangster get down teenag son one sleepless night rescu son got evad intern affair investig bring kidnapp justic ,"Action, Crime, Thriller"
5884,nearli decad occup extraterrestri forc live chicago neighborhood side conflict explor work class chicago neighborhood occupi alien forc nine year increas surveil restrict civil right given rise authoritarian system dissent among populac ,"Science Fiction, Action, Horror, Thriller"
5885,film tell stori documentari filmmak johnson believ god devil follow sudden death wife decid make next film search exist supernatur make center experi allow demonologist necromanc variou practition occult tri deepest darkest spell ritual find hope fail proof religion spiritu paranorm noth myth someth happen evil horrifi forc taken let go ,Horror
5886,dreyfu final crack inspector clouseau antic escap mental institut launch elabor plan get rid clouseau ,"Comedy, Crime"
5887,height model fame tragic death documentari reveal eye peopl closest ,Documentary
5888,true stori wwii notori sobibor nazi death camp courag inmat orchestr lead escap 300 prison ,"Drama, Thriller, TV Movie, War"
5889,start first world war middl africa nowher gin soak riverboat captain persuad strong will missionari go river face german warship ,"Adventure, Romance"
5890,zombi outbreak medic trial intern detent medic facil isol island ex us special forc bodyguard woman inmat guard form team ,Horror
5891,psychotherapist journey insid comatos serial killer hope save latest victim ,"Horror, Science Fiction, Thriller"
5892,third entri born lose video mixtap seri pack brim dumb video childish humor ,"Comedy, Documentary"
5893,2004 becam american hero win bronz medal women gymnast team today still live small hometown wash embitt stuck past must reassess life promis young gymnast threaten local celebr statu ,"Drama, Comedy"
5894,rais street philadelphia children irish mob member forev link crime father 30 year later run crimin organ lust power danger antic frequent held check cautiou cousin haunt death sister whose pass destroy parent caught dream childhood realiti life enforc repriev local box gym sanctuari quickli threaten desir control escal ,Crime
5895,break longtim stage partner famou jade vega magician fight relev new hip street magician appear scene ,Comedy
5896,fbi agent campbel burnt shell shock year spent chase serial killer flee l begin new life chicago five month later best laid plan abruptli cut short new hometown becom set particularli gruesom murder murder could commit one man one elus cun nemes follow former pursuer chicago order play sadist game cat mous taunt photograph intend victim leav crime scene meticul free clue order keep polic bay deriv much pleasur watch react everi movement watch victim die move inner circl must quickli find way stop someon close becom next one die ,"Mystery, Thriller"
5897,3 day left local polic depart move bigger citi get real case misdemeanor murder set case closest thing wit murder dog hooch take care avoid hooch put sleep ,"Action, Comedy, Thriller, Crime, Family"
5898,luthor enact plan rid world superman succeed solar radiat poison man steel slowli die littl time remain last krypton must confront reveal secret ident face luthor final battl ,"Science Fiction, Animation, Action, Adventure"
5899,mysteri vh tape lead polic w team discoveri sinist cult whose collect pre record materi reveal nightmarish conspiraci ,"Horror, Thriller"
5900,father daughter struggl surviv deep space live isol ,"Science Fiction, Drama, Mystery"
5901,nerdi high schooler miller rescu cheerlead mancini parent punish accident destroy mother design cloth agre pay 1 000 outfit one condit act though coupl entir month day pass howev grow fond make popular former best friend get left behind realiz social success everyth ,"Drama, Comedy, Romance"
5902,legion ensur total law l e h l track crimin mastermind known warrior investig combin diamond smuggl art theft porn product industri agent discov crack secret databas stolen file agent help martial art intructor fu agent tiger cobra take case also take everi opportun remov bikini top ,"Action, Thriller"
5903,rogu submarin captain pull togeth misfit crew go sunken treasur rumor lost depth black sea greed desper take control board claustrophob vessel increas uncertainti mission caus men turn fight surviv ,"Adventure, Drama, Thriller"
5904,rancher singl mother two gilkeson see teenag daughter kidnap apach rebel reluctantli accept help estrang father track kidnapp along way two must learn reconcil past work togeth go hope get back taken border forc becom prostitut ,"Thriller, Western, Adventure"
5905,battl scar disillus war corpor merrimett put charg unit whose next mission resuppli remot outpost edg taliban control territori drive hostil helmand provinc navi seal flag convoy enlist unit oper intern import must help afghan woman famou defianc taliban escap countri without tank air support merrimett team need courag firepow muster fight way across war torn countri shepherd woman safeti ,"War, Action"
5906,sinbad crew intercept homunculu carri golden tablet koura creator homunculu practition evil magic want tablet back pursu sinbad meanwhil sinbad meet vizier anoth part interlock golden map mount quest across sea solv riddl map ,"Action, Adventure, Drama, Fantasy, Family"
5907,leav life crime violenc reform good guy enjoy quiet famili life burb past discov blackmail one last job collect mysteri packag deadli doubl cross find wound run ruthless assassin stop noth get live love one hang balanc danger everi turn hope draw upon violent past surviv ,"Action, Thriller"
5908,2019 nepales mountain climber nirmal nim purja set unthink climb world fourteen highest summit less seven month previou record eight year call effort project possibl 14 7 saw way inspir other strive greater height pursuit film follow team seek defi naysay push limit human endur ,Documentary
5909,effort reconnect mend relationship troubl coupl preteen daughter seek idyl getaway remot mansion rural louisiana unexpect visitor arriv facad famili uniti start unravel terrifi secret come light ,"Horror, Thriller"
5910,coupl deep wilder hike becom hopelessli lost within aggress black bear territori ,"Thriller, Drama, Horror"
5911,spanish jesuit goe south american wilder build mission hope convert indian region slave hunter convert join mission spain sell coloni portug forc defend built portugues aggressor ,"Adventure, Drama, Action, History"
5912,upscal toronto strip club exotica dancer visit nightli obsess depress tax auditor ex boyfriend club mc still jealous pine even introduc onstag relationship problem club femal owner mysteri pet shop owner becom unexpectedli involv live ,"Drama, Mystery"
5913,aftermath girlfriend mysteri death young man awaken strang horn sprout templ ,"Drama, Fantasy, Thriller"
5914,two girl go careless hunt buy marijuana end captiv four maniac prison escape girl subject obscen tortur ,"Horror, Thriller"
5915,small peac town zombi suddenli rise terror town three bespectacl polic offic strang scottish morgu expert must band togeth defeat undead ,"Comedy, Horror, Fantasy"
